rinok;role_definition;role_table
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_NPF_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_NPF_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_OPER;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_OPER
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_OPER_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/2_FR_PL_OPER_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420004_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420844_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_0420903_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_INS_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_NPF_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER_Rasshifr/1;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/3_FR_SOCIE_OPER_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420005;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420005
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420005_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420005_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420814;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420814
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420814_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420814_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420845;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420845
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420845_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420845_Rasshifr
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420904;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420904
bfo;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420904_Rasshifr;http://www.cbr.ru/xbrl/bfo/rep/2024-11-01/tab/4_FR_CF_0420904_Rasshifr
